,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
2120,MILI NORGE,170,0,80826.34,1166.0,20012.77,20000.28,12.49
2121,MILK OF MA,326,0,565678.0,1453.0,19854.72,19853.22,1.5
2122,MILLIPRED,3,0,4285.0,66.0,66764.45,66764.45,0.0
2123,MILRINONE,87,0,378680.00800000003,294.0,64106.62,64106.62,0.0
2124,MINI BAG P,30,0,14.0,12.0,8508.51,182.2,8326.31
2125,MINOCIN  M,10,0,92.0,19.0,22355.45,22355.45,0.0
2126,MINOCYCLIN,916,0,799715.0,14166.0,534213.6399999999,525565.22,8648.42
2127,MINOCYLCIN,4,0,44767.0,520.0,14986.43,14175.96,810.47
2128,MINOLIRA 1,90,0,1139.0,42.0,27481.84,26818.57,663.27
2129,MINOXIDIL,14,0,354453.0,4617.0,97508.04999999999,96750.54999999999,757.5
2130,MINTAX MAX,56,0,3591453.674,8640.0,127266.82,127265.11000000002,1.71
2131,MINTOX PLU,120,0,599974.0,5805.0,82616.13,82616.13,0.0
2132,MIRAZAPINE,20,0,31362.0,911.0,16029.64,16004.14,25.5
2133,MIRCERA 10,36,0,1332.3239999999998,4891.0,602199.8,325626.42,276573.38
2134,MIRCERA 15,36,0,561.92,1907.0,289682.93,114379.37000000001,175303.56
2135,MIRCERA 20,36,0,458.205,1471.0,313237.46,137103.05,176134.41
2136,MIRCERA 30,36,0,4151.16,7121.0,776339.2,162945.22,613393.98
2137,MIRCERA 50,36,0,2192.214,4421.0,612886.21,133127.63,479758.58
2138,MIRCERA 75,36,0,4517.032,4451.0,614153.98,191266.43,422887.55000000005
2139,MIRENA,4,0,3369.019,2927.0,3827538.25,3431503.62,396034.63
2140,MIRTAZAPIN,2675,0,4382666.47,118848.0,1980793.02,1967555.7800000003,13237.24
2141,MIRTAZIPIN,12,0,15562.0,437.0,16312.2,16263.029999999999,49.17
2142,MISOPROSTO,271,0,103639.0,15792.0,620857.01,197542.68,423314.33
2143,MITIGARE,62,0,9148.0,178.0,57671.759999999995,54546.19,3125.5699999999997
2144,MIXED AMPH,1299,0,2082542.0,55502.0,1840533.1400000001,1768191.77,72341.37
2145,MODAFINIL,1174,0,271315.5,6065.0,194134.16999999998,189663.96000000002,4470.21
2146,MOMETAS FU,6,0,12075.0,297.0,7795.99,7754.01,41.98
2147,MOMETASONE,1156,0,513074.0,15524.0,568889.69,561875.04,7014.65
2148,MONO-LINYA,4,0,29938.538,476.0,7821.95,7821.95,0.0
2149,MONOCYCLIN,100,0,32329.0,601.0,17785.61,17626.16,159.45
2150,MONOFERRIC,2,0,1588.5,158.0,300502.08999999997,300502.08999999997,0.0
2151,MONTELUKAS,4325,0,14127069.5,300821.0,4160949.4699999997,4141765.02,19184.45
2152,MORPHINE 2,13,0,12.0,11.0,54.26,54.26,0.0
2153,MORPHINE 4,95,0,194.0,179.0,16220.57,880.86,15339.71
2154,MORPHINE S,1613,0,1910314.0,81650.0,3442332.13,1129517.75,2312814.38
2155,MOTEGRITY,4,0,62137.0,1585.0,1024004.87,957711.1,66293.77
2156,MOUNJARO 1,480,0,11053.5,4890.0,5458645.73,5251604.97,207040.76
2157,MOUNJARO 2,160,0,9785.0,4516.0,4821312.029999999,4725954.66,95357.37
2158,MOUNJARO 5,160,0,14499.5,6461.0,7148739.05,6947353.85,201385.2
2159,MOUNJARO 7,160,0,7236.0,3249.0,3569671.96,3452629.09,117042.87
2160,MOVANTIK 1,2,0,17683.0,516.0,224522.85,223389.89,1132.96
2161,MOVANTIK 2,8,0,137365.0,4373.0,1751377.19,1739400.96,11976.23
2162,MOVIPREP,75,0,29.0,29.0,3863.78,3795.72,68.06
2163,MOXIFLOXA,2,0,4578.0,1436.0,33482.25,33160.23,322.02
2164,MOXIFLOXAC,518,0,84142.63500000001,23572.0,541939.1299999999,537037.7899999999,4901.34
2165,MOZOBIL 24,3,0,53.050000000000004,63.0,330737.89,330737.89,0.0
2166,MUCINEX CO,16,0,348.0,13.0,432.29,432.29,0.0
2167,MUCINEX FA,66,0,1853.0,11.0,221.02,221.02,0.0
2168,MUCUS RELI,172,0,14939.0,129.0,1817.39,1817.39,0.0
2169,MULTAQ 400,180,0,73436.0,831.0,894053.1499999999,874879.6299999999,19173.52
2170,MULTI VIT,300,0,113311.0,2119.0,43209.71,43069.33,140.38
2171,MULTI VITA,302,0,51832.0,885.0,21189.47,21121.190000000002,68.28
2172,MULTIVITAM,354,0,226247.0,5237.0,80635.75,80584.42,51.33
2173,MULTIVITE,6,0,108062.0,2135.0,25839.64,25824.33,15.309999999999999
2174,MULTRYS 1,50,0,333.53000000000003,139.0,26234.14,26234.14,0.0
2175,MUPIROCIN,780,0,2662461.778,110141.0,1969922.5899999999,1954175.23,15747.359999999999
2176,MURO 128 5,252,0,12396.5,1421.0,41997.44,41997.44,0.0
2177,MURO 2% SO,30,0,5490.0,356.0,9526.89,9526.89,0.0
2178,MVASI  BEV,8,0,31329.199999999997,1651.0,4169473.0900000003,3329703.63,839769.46
2179,MY CHOICE,120,0,2471.986,2495.0,50162.91,50142.44,20.47
2180,MY WAY TAB,44,0,4100.3009999999995,4349.0,90629.32,90003.58,625.74
2181,MYAMBUTOL,1,0,1423.0,15.0,1141.43,1141.43,0.0
2182,MYCOPHEN P,2,0,22720.0,115.0,72399.65,72399.65,0.0
2183,MYCOPHENOL,1711,0,4756714.5,27647.0,2169759.05,2110210.73,59548.32000000001
2184,MYCOZYL AL,3,0,31710.0,736.0,1912198.65,1912198.65,0.0
2185,MYCOZYL AP,14,0,3315.0,38.0,17739.6,17739.6,0.0
2186,MYDAYIS 12,2,0,4144.0,121.0,46131.36,42698.72,3432.64
2187,MYDAYIS 25,2,0,7272.0,225.0,80845.89,76204.78,4641.110000000001
2188,MYDAYIS 37,2,0,9070.0,294.0,101929.4,95507.98999999999,6421.41
2189,MYDAYIS 50,2,0,12239.0,396.0,135987.84,121377.39,14610.45
2190,MYFEMBREE,2,0,44743.0,1331.0,1683007.2000000002,1646252.21,36754.99
2191,MYFORTIC T,198,0,11830.0,70.0,54863.32,50428.89,4434.43
2192,MYOBLOC,10,0,16.7,17.0,14029.37,11448.37,2581.0
2193,MYORISAN,78,0,42504.0,1156.0,130076.43999999999,128354.47,1721.9699999999998
2194,MYORISAN 3,26,0,14760.0,373.0,50521.74,48877.05,1644.69
2195,MYRBETRIQ,1158,0,561615.0,12736.0,8015762.17,7863945.140000001,151817.03
2196,MYTESI 125,120,0,4110.0,55.0,162840.98,162840.98,0.0
2197,NABUMETONE,135,0,660190.0,11948.0,243782.63,238709.90000000002,5072.73
2198,NACL 0.9%,48,0,1395833.0,1815.0,110556.06999999999,14130.65,96425.42000000001
2199,NADOLOL  8,14,0,6272.75,114.0,4186.05,3997.2200000000003,188.82999999999998
2200,NADOLOL 20,33,0,90504.0,1295.0,31515.25,31205.76,309.49
2201,NADOLOL 40,33,0,50747.0,735.0,24691.14,24375.11,316.03
2202,NADOLOL 80,11,0,4328.0,56.0,2590.42,2590.42,0.0
2203,NADOLOL TA,8,0,13826.5,283.0,6119.889999999999,6090.71,29.18
2204,NAFCILLIN,295,0,1703.1399999999999,195.0,156650.7,156650.7,0.0
2205,NAFTIFINE,198,0,44385.0,644.0,196781.05,196478.31,302.74
2206,NAFTIN GEL,225,0,3270.0,55.0,28908.190000000002,28160.870000000003,747.3199999999999
2207,NALBUPHINE,1,0,12.0,11.0,62.96,62.96,0.0
2208,NALOXONE 4,136,0,7826.0,38334.0,3271195.99,3224613.61,46582.380000000005
2209,NALOXONE H,442,0,6256.5,21744.0,1981265.3499999996,1961820.85,19444.5
2210,NALOXONE N,0,0,12.0,11.0,159.07,159.07,0.0
2211,NALOXONE S,8,0,332.5,102.0,3278.44,1867.53,1410.91
2212,NALTREXONE,565,0,1076880.58,30386.0,1087722.83,1072684.9300000002,15037.900000000001
2213,NAMZARIC 1,60,0,2096.0,66.0,38097.32,38097.32,0.0
2214,NAMZARIC 2,120,0,5191.0,124.0,94484.86,93959.51000000001,525.35
2215,NAMZARIC 7,60,0,1200.0,37.0,21929.13,21929.13,0.0
2216,NAPHCON A,129,0,34198.0,2287.0,39905.6,39905.6,0.0
2217,NAPRO&ESOM,240,0,193776.0,2725.0,4152953.04,4152953.04,0.0
2218,NAPROXE SU,126,0,108105.79999999999,300.0,197074.97999999998,196332.69,742.2900000000001
2219,NAPROXEN 1,20,0,266764.6,510.0,126194.13,126194.13,0.0
2220,NAPROXEN 2,214,0,381898.0,8560.0,110628.33,110413.79999999999,214.52999999999997
2221,NAPROXEN 3,132,0,644354.0,13412.0,193690.40999999997,193343.36,347.05
2222,NAPROXEN 5,266,0,5589812.0,115758.0,1671472.74,1668107.9300000002,3364.81
2223,NAPROXEN A,148,0,54145.0,700.0,593225.24,593225.24,0.0
2224,NAPROXEN D,64,0,115916.0,2339.0,303523.86,303082.88,440.98
2225,NAPROXEN O,4,0,187868.6,537.0,132105.9,131015.48999999999,1090.41
2226,NAPROXEN S,1006,0,171397.0,3329.0,574015.02,573412.34,602.68
2227,NAPROXEN T,404,0,4949929.0,103621.0,1504975.2200000002,1496464.0499999998,8511.169999999998
2228,NAPROXIN O,32,0,46726.0,128.0,40898.4,35832.59,5065.8099999999995
2229,NARATRIPTA,232,0,38463.0,3704.0,92986.64000000001,90183.20999999999,2803.4300000000003
2230,NARCAN  NA,4,0,545.0,2638.0,353424.31999999995,353111.0,313.32
2231,NAROPIN  R,477,0,13261.115,1607.0,246942.28,6171.82,240770.46000000002
2232,NAROPIN 10,27,0,520.0,17.0,308.58,308.58,0.0
2233,NASAL DECO,154,0,5784.0,370.0,3910.3199999999997,3910.3199999999997,0.0
2234,NASAL RELI,236,0,21236.0,816.0,9247.86,9247.86,0.0
2235,NASAL SPRA,54,0,2130.0,71.0,786.82,786.82,0.0
2236,NASCOBAL N,164,0,50.0,83.0,68185.6,68185.6,0.0
2237,NATACYN,30,0,405.0,27.0,13116.33,9257.380000000001,3858.9500000000003
2238,NATAZIA,6,0,20772.794,338.0,174147.59999999998,173190.8,956.8000000000001
2239,NATEGLINID,284,0,187011.0,1486.0,69835.61,69432.5,403.11
2240,NATESTO NA,1,0,117.12,12.0,4773.94,4773.94,0.0
2241,NATROBA  S,8,0,33600.0,276.0,77279.86,77106.86,173.0
2242,NAYZILAM 5,30,0,1181.4,3016.0,2352222.09,2154957.89,197264.2
2243,NEBIVOLOL,2152,0,148278.0,2626.0,64266.05,63885.509999999995,380.53999999999996
2244,NECON 0.5/,6,0,5708.752,68.0,3837.74,3837.74,0.0
2245,NEFAZODONE,30,0,6402.0,76.0,9637.82,8881.939999999999,755.88
2246,NEO/POLY B,700,0,390723.5,49919.0,2145171.5,2110009.77,35161.729999999996
2247,NEO/POLY/B,110,0,1291.5,348.0,13087.130000000001,12779.8,307.33
2248,NEO/POLY/H,185,0,59974.0,6059.0,433912.83,429530.9,4381.93
2249,NEO/POLYB/,20,0,102990.0,10152.0,614994.68,610646.24,4348.44
2250,NEOMYCIN A,82,0,1663.5,313.0,18205.65,17841.76,363.89
2251,NEOMYCIN S,2,0,10831.0,790.0,16958.42,16475.85,482.57
2252,NEOMYCIN-P,106,0,840.0,226.0,8563.18,8487.78,75.4
2253,NEOMYCIN/P,156,0,71450.5,15602.0,363059.62,358993.08,4066.54
2254,NEORAL SGC,45,0,7924.0,46.0,28657.670000000002,26524.89,2132.7799999999997
2255,NEORAL SOL,22,0,910.0,14.0,10464.44,10464.44,0.0
2256,NEOSTIGMIN,240,0,7123.5,1259.0,221198.33,12614.449999999999,208583.88
2257,NEPHPLEX R,2,0,1282.0,26.0,754.29,754.29,0.0
2258,NERLYNX  N,36,0,25210.0,158.0,2849277.8499999996,2849277.8499999996,0.0
2259,NESINA 12.,60,0,10322.0,207.0,140335.77,140335.77,0.0
2260,NESINA 25,60,0,71472.0,1505.0,921122.39,920010.54,1111.85
2261,NESINA 6.2,60,0,3210.0,69.0,43433.04,43433.04,0.0
2262,NESTABS DH,60,0,30380.0,469.0,106441.82999999999,105625.99,815.8399999999999
2263,NEULASTA,8,0,615.55,1007.0,4295980.25,3939368.1399999997,356612.11
2264,NEUPOGEN,563,0,3237.88,798.0,1356997.13,1344491.7,12505.43
2265,NEUPRO 1 M,6,0,2580.0,55.0,66761.85,66761.85,0.0
2266,NEUPRO 2 M,6,0,4150.0,112.0,106867.70000000001,103927.85999999999,2939.84
2267,NEUPRO 3 M,6,0,1320.0,38.0,34222.979999999996,33462.630000000005,760.35
2268,NEUPRO 4 M,6,0,1530.0,43.0,39604.46,39604.46,0.0
2269,NEUPRO 6 M,6,0,1440.0,42.0,37334.86,37334.86,0.0
2270,NEUPRO 8 M,6,0,2267.0,54.0,58401.79,58401.79,0.0
2271,NEURONTIN,118,0,10977.0,36.0,7791.84,7791.84,0.0
2272,NEVANAC,3,0,96.0,29.0,9898.47,9898.47,0.0
2273,NEVANAC SU,6,0,201.0,49.0,21556.6,21556.6,0.0
2274,NEVIRAPINE,349,0,16229.4,265.0,20719.96,20292.92,427.03999999999996
2275,NEW DAY TA,3,0,845.0490000000001,847.0,18473.05,18414.62,58.43
2276,NEXIUM 20M,62,0,4736.0,85.0,42461.86,41020.34,1441.52
2277,NEXIUM 40M,116,0,10298.0,211.0,82970.93000000001,81127.12,1843.81
2278,NEXIUM FOR,10,0,12330.0,275.0,116632.98,107510.17000000001,9122.810000000001
2279,NEXIUM IV,2,0,3177.0,1706.0,5620.27,5620.27,0.0
2280,NEXLETOL 1,6,0,36190.0,881.0,465970.73,458169.08999999997,7801.64
2281,NEXLIZET 1,6,0,50377.0,1179.0,649644.92,641791.1699999999,7853.75
2282,NEXPLANON,8,0,5482.526,5717.0,7351768.69,7073850.02,277918.67000000004
2283,NEXTERONE,60,0,780.0,74.0,1168.09,1168.09,0.0
2284,NEXTSTELLI,2,0,39842.11,641.0,282165.68,277984.71,4180.97
2285,NIACIN 250,2,0,3270.0,109.0,1180.76,1180.76,0.0
2286,NIACIN ER,938,0,64119.0,1107.0,26922.239999999998,26825.339999999997,96.9
2287,NIACIN EXT,36,0,25332.0,457.0,11035.72,11035.72,0.0
2288,NICARDIPIN,20,0,32.0,28.0,176.32999999999998,176.32999999999998,0.0
2289,NICOTINE,12,0,29198.0,1190.0,59758.270000000004,59721.369999999995,36.9
2290,NICOTINE 2,266,0,66311.0,560.0,29330.97,29330.97,0.0
2291,NICOTINE 4,266,0,103759.0,764.0,45964.82000000001,45964.82000000001,0.0
2292,NICOTINE G,1195,0,1842691.105,13437.0,602775.22,602764.64,10.58
2293,NICOTINE M,36,0,141247.0,1091.0,59803.99,59774.9,29.09
2294,NICOTINE P,267,0,456528.0,3851.0,196173.43,196156.66999999998,16.76
2295,NICOTINE T,4512,0,1311492.0,52696.0,2608984.87,2608533.5300000003,451.34
2296,NICOTROL I,2,0,48049.0,267.0,142125.51,141709.25,416.26
2297,NICOTROL N,2,0,5090.0,112.0,65644.08,65644.08,0.0
2298,NIFEDIPINE,1768,0,2925742.0,48641.0,1024245.98,1019870.9299999999,4375.05
2299,NIFEREX,60,0,1170.0,26.0,17431.19,17052.72,378.47
2300,NIKKI,146,0,63106.862,1004.0,26110.01,26081.510000000002,28.5
2301,NIMODIPINE,26,0,4510.0,37.0,13392.07,13392.07,0.0
2302,NINLARO  I,6,0,198.0,64.0,795852.23,759332.9299999999,36519.3
2303,NISOLDIPIN,9,0,4547.0,83.0,24277.21,24277.21,0.0
2304,NITAZOXANI,102,0,1172.0,65.0,90363.14,89469.53,893.61
2305,NITRO GLYC,8,0,778.0,289.0,43290.42999999999,2867.2200000000003,40423.21
2306,NITRO- BID,212,0,33595.623999999996,1383.0,56585.45,52210.93,4374.52
2307,NITROFURAN,503,0,2218730.777,134319.0,4686670.22,4607327.03,79343.19
2308,NITROGLYCE,1274,0,1288425.3,26816.0,574794.35,572498.05,2296.3
2309,NITROLINGU,65,0,13.0,13.0,31.98,31.98,0.0
2310,NITROSTAT,100,0,1310.0,269.0,6398.629999999999,2983.55,3415.08
2311,NIVESTYM,108,0,4615.004,1740.0,1763527.3900000001,1647771.94,115755.45
2312,NIZATIDINE,120,0,4520.0,56.0,5005.26,5005.26,0.0
2313,NOCDURNA S,30,0,480.0,12.0,8082.11,8082.11,0.0
2314,NON-ASPIRI,232,0,617397.0,7885.0,87236.87,87231.56999999999,5.3
2315,NOR - BE 0,112,0,558225.24,5496.0,159628.73,158297.93,1330.8
2316,NORACE EE,106,0,6365.128000000001,94.0,8064.51,8064.51,0.0
2317,NORACETHES,509,0,649651.069,8392.0,196943.96000000002,196915.08000000002,28.88
2318,NORDITROPI,168,0,7402.5,1466.0,8329544.4399999995,8057107.65,272436.79000000004
2319,NOREPINEPH,20,0,11.0,11.0,208.3,208.3,0.0
2320,NORETHEST,106,0,7000.0,111.0,3418.3500000000004,3418.3500000000004,0.0
2321,NORETHESTC,106,0,1512.0,28.0,2561.34,2561.34,0.0
2322,NORETHINDR,2003,0,2762678.645,38178.0,915268.8500000001,908853.05,6415.799999999999
2323,NORGESIC F,120,0,44970.0,685.0,1469700.75,1469023.5,677.25
2324,NORGESTIMA,408,0,1350620.67,20067.0,341217.97,341087.76,130.21
2325,NORITATE 1,120,0,6420.0,106.0,210502.15000000002,205290.51,5211.639999999999
2326,NORLIQVA,30,0,16620.0,99.0,58222.06,57448.270000000004,773.79
2327,NORLYDA  N,12,0,9236.752,135.0,2363.26,2363.26,0.0
2328,NORMOSOL-R,36,0,456.0,405.0,16985.46,7705.88,9279.58
2329,NORTREL 7/,116,0,29500.982,470.0,14747.599999999999,14743.9,3.7
2330,NORTREL TA,218,0,87882.144,1347.0,57956.990000000005,57888.79,68.2
2331,NORTRIPTYL,154,0,2727396.0,36912.0,599556.48,594028.77,5527.71
2332,NORVASC  A,368,0,679.0,276.0,14398.31,3226.31,11172.0
2333,NORVIR  RI,60,0,13621.0,271.0,117006.51999999999,115370.46,1636.06
2334,NOURIANZ 2,180,0,1320.0,32.0,79259.56,79259.56,0.0
2335,NOURIANZ 4,180,0,2340.0,48.0,139898.28999999998,139898.28999999998,0.0
2336,NOVAPLUS,258,0,6477.0,106.0,808.8,759.63,49.17
2337,NOVAPLUS O,1620,0,524288.0,7288.0,78558.36,65428.41,13129.949999999999
2338,NOVAPLUS S,25,0,15.0,15.0,0.0,0.0,0.0
2339,NOVAPLUS V,455,0,22434.0,277.0,1828.05,1828.05,0.0
2340,NOVAREL  C,1,0,81.0,20.0,12671.61,12671.61,0.0
2341,NOVOLIN 70,136,0,122282.2,4873.0,1789160.25,1776725.73,12434.52
2342,NOVOLIN N,117,0,76259.85,3992.0,1102068.23,1066198.44,35869.79
2343,NOVOLIN R,118,0,55732.203,4297.0,828403.5900000001,786861.12,41542.47
2344,NOVOLOG 10,66,0,164769.25,6301.0,4650879.42,4099574.0799999996,551305.3400000001
2345,NOVOLOG FL,40,0,200844.0,10542.0,7318540.7,6715408.04,603132.6599999999
2346,NOVOLOG FP,50,0,17094.0,867.0,647395.6799999999,647229.46,166.22
2347,NOVOLOG MI,153,0,59516.05,2477.0,2054431.8199999998,2038057.6600000001,16374.16
2348,NOVOLOG PE,24,0,9165.0,395.0,320759.22,276787.44,43971.78
2349,NOVOSEVEN,6,0,2672.0,275.0,23181542.05,23181542.05,0.0
2350,NOXAFIL PO,2,0,31499.0,104.0,432885.80000000005,401356.0,31529.8
2351,NP THYROID,2,0,30484.0,558.0,45482.619999999995,44756.130000000005,726.49
2352,NPLATE  RO,12,0,1465.66,914.0,3926887.5199999996,3651622.77,275264.75
2353,NUBEQA,2,0,15270.0,133.0,1614240.94,1546059.19,68181.75
2354,NUCALA  ME,4,0,390.33000000000004,341.0,1163534.0,1080073.37,83460.63
2355,NUCALA SOL,170,0,1555.4099999999999,1328.0,5398819.380000001,5318880.4,79938.98
2356,NUCYNTA ER,540,0,16135.0,287.0,305093.08,302576.08999999997,2516.99
2357,NUCYNTA IR,60,0,34816.0,476.0,389890.94999999995,379845.13,10045.82
2358,NUEDEXTA C,120,0,75559.0,1301.0,1817321.4300000002,1740211.69,77109.73999999999
2359,NULOJIX,52,0,469.13199999999995,378.0,490430.70999999996,430591.06999999995,59839.64
2360,NULYTELY L,1,0,1968402.0,487.0,22573.33,22457.94,115.39
2361,NUPLAZID 3,60,0,3761.0,95.0,566916.01,563878.9,3037.11
2362,NURTEC ODT,6,0,266965.0,27319.0,30613125.1,30121744.69,491380.41
2363,NUTRILIPID,80,0,929676.04,781.0,258939.72999999998,258939.72999999998,0.0
2364,NUTROPIN A,6,0,20990.0,2727.0,14068090.86,13483886.58,584204.28
2365,NUVARING,12,0,1603.083,558.0,252769.52000000002,247424.94,5344.58
2366,NUVESSA,10,0,1970.0,272.0,74902.72,74833.48,69.24
2367,NUVIGIL 25,60,0,1365.0,31.0,32532.58,28834.57,3698.01
2368,NUWIQ,8,0,1524028.0,118.0,2474963.54,2474963.54,0.0
2369,NUZYRA  OM,21,0,482.0,11.0,116152.88,110885.08,5267.8
2370,NUZYRA 30,54,0,4369.0,127.0,1078563.52,1006357.52,72206.0
2371,NYAMYC 15G,30,0,21265.0,761.0,15241.01,15168.970000000001,72.03999999999999
2372,NYAMYC 30G,60,0,34680.0,744.0,17625.83,17602.97,22.86
2373,NYAMYC 60G,120,0,108795.0,1561.0,39556.75,39464.8,91.94999999999999
2374,NYLIA 1/35,176,0,115185.63,1692.0,48994.33,48942.0,52.33
2375,NYLIA 7/7/,176,0,7785.358,147.0,3900.3500000000004,3864.59,35.76
2376,NYSTAT PWD,16,0,69307.0,1262.0,30546.049999999996,30466.020000000004,80.03
2377,NYSTATIN,2,0,31399.0,323.0,13756.84,13627.380000000001,129.46
2378,NYSTATIN &,232,0,42632.0,1153.0,26898.85,26767.870000000003,130.98000000000002
2379,NYSTATIN 1,322,0,1056034.0,29404.0,535804.77,533683.16,2121.6099999999997
2380,NYSTATIN 5,2,0,4205.0,37.0,1836.41,1836.41,0.0
2381,NYSTATIN A,1508,0,212520.0,5168.0,120957.29000000001,119767.59,1189.7
2382,NYSTATIN C,12,0,271272.0,7328.0,125603.44,125283.64000000001,319.79999999999995
2383,NYSTATIN M,32,0,11417.0,57.0,1188.17,1188.17,0.0
2384,NYSTATIN O,780,0,3017156.25,28200.0,572784.29,567515.25,5269.04
2385,NYSTATIN S,36,0,764750.5,4570.0,90837.22,90698.38,138.84
2386,NYSTATIN T,444,0,518752.0,11934.0,251634.56,248466.89,3167.67
2387,NYSTOP POW,94,0,137671.0,2784.0,60209.02,60019.93,189.09
2388,NYVEPRIA 6,4,0,408.3,503.0,1115583.07,1046696.05,68887.01999999999
2389,OB COMPLET,90,0,14435.0,369.0,109416.85,108600.29000000001,816.56
2390,OCALIVA 10,60,0,1620.0,42.0,449724.77,441421.1,8303.67
2391,OCALIVA 5M,60,0,3971.0,123.0,1102804.6,1094850.93,7953.67
2392,OCELLA TAB,134,0,12829.222,175.0,3961.08,3938.1800000000003,22.9
2393,OCREVUS 30,4,0,5227.367,313.0,8929555.76,8572925.16,356630.6
2394,OCTAGAM 10,46,0,541360.0,855.0,9398627.65,9380518.32,18109.33
2395,OCTAGAM 5%,4,0,13500.0,22.0,44698.55,44698.55,0.0
2396,OCTREOTIDE,77,0,8617.7,388.0,160943.28999999998,134858.47,26084.82
2397,OCUFLOX 0.,5,0,48.0,12.0,1276.45,1276.45,0.0
2398,ODACTRA 6,3,0,390.0,11.0,4647.01,4647.01,0.0
2399,ODANSETRON,30,0,359.0,19.0,297.18,297.18,0.0
2400,ODEFSEY  E,2,0,153186.0,3877.0,17036544.3,16348844.79,687699.51
2401,OFEV  NINT,240,0,48503.0,783.0,9725772.61,9558317.76,167454.84999999998
2402,OFLOXACIN,315,0,703694.0,101516.0,2343774.76,2322375.08,21399.68
2403,OGIVRI 150,15,0,38.867,14.0,65428.43,65428.43,0.0
2404,OGIVRI 420,132,0,107.712,102.0,635041.57,635041.57,0.0
2405,OLANZAPINE,6309,0,6810185.5,174529.0,2938623.1,2918214.3,20408.8
2406,OLAPATADIN,2,0,9241.5,285.0,13270.220000000001,13115.56,154.66
2407,OLME/AMLO/,60,0,2580.0,48.0,4758.68,4629.360000000001,129.32
2408,OLMESARTAN,4418,0,856504.0,15423.0,284233.98,282306.19,1927.79
2409,OLMESTN/AM,332,0,2924.0,67.0,5449.4800000000005,5432.37,17.11
2410,OLOPATADIN,507,0,174885.5,31817.0,659237.77,653246.29,5991.48
2411,OLUMIANT,120,0,22268.997,579.0,2229769.01,2218181.65,11587.36
2412,OMEGA 3 AC,46,0,1246321.0,9951.0,299900.02,299128.26,771.76
2413,OMEGA-3 AC,6,0,2800.0,28.0,634.04,634.04,0.0
2414,OMEGA-3 GC,28,0,769040.0,6455.0,196495.52000000002,196350.91,144.60999999999999
2415,OMEGA-3-AC,124,0,2796270.0,21277.0,665144.0700000001,661173.2,3970.87
2416,OMEGAVEN 1,100,0,727319.25,556.0,620516.0900000001,618808.42,1707.67
2417,OMEPRAZOLE,5531,0,29287121.732,577772.0,26766621.15,26719581.700000003,47039.45
2418,OMEPRZOLE,179,0,15462.0,401.0,11725.79,11725.79,0.0
2419,OMIDRIA 1%,16,0,1018.0,259.0,81216.20999999999,75642.47,5573.74
2420,OMNARIS NA,2,0,1262.5,95.0,29955.69,29012.8,942.89
2421,OMNIPAQUE,4812,0,5467339.0,68771.0,4046027.3899999997,1117094.08,2928933.3099999996
2422,OMNISCAN,40,0,487.0,144.0,6715.58,6715.58,0.0
2423,OMNITROPE,100,0,19268.0,2299.0,10474071.72,10267667.92,206403.80000000002
2424,ONDANS HCL,6,0,204936.25,7462.0,113806.76000000001,113735.47,71.29
2425,ONDANS OD,240,0,302169.75,16670.0,266085.23,265621.47,463.76000000000005
2426,ONDANSETRO,7269,0,10681577.165,637884.0,17194706.490000002,7966356.17,9228350.32
2427,ONEXTON 1.,100,0,15870.0,317.0,220711.72,204827.37,15884.35
2428,ONFI 10MG,2,0,37449.0,359.0,924732.62,753443.62,171289.0
2429,ONFI 20MG,2,0,9365.0,117.0,463115.01,403785.62,59329.39
2430,ONFI ORAL,42,0,152880.0,451.0,1795435.97,1664037.92,131398.05
2431,ONGENTYS 5,4,0,3060.0,93.0,67286.29000000001,67286.29000000001,0.0
2432,ONGLYZA 2.,60,0,4890.0,120.0,76963.92,76963.92,0.0
2433,ONGLYZA 5,180,0,8850.0,114.0,138092.53999999998,133308.82,4783.72
2434,ONGLYZA 5M,60,0,39040.0,871.0,611322.64,607187.63,4135.01
2435,ONIVYDE 43,2,0,838.8389999999999,37.0,236592.93,204764.05,31828.88
2436,ONSANSETRO,52,0,1374.0,37.0,602.16,600.49,1.67
2437,ONTRUZANT,7,0,390.935,282.0,688474.32,639214.72,49259.600000000006
2438,ONUREG  AZ,7,0,245.0,18.0,397302.64,374533.4,22769.24
2439,OPDIVO,144,0,47492.7,1869.0,15179220.07,13679843.7,1499376.37
2440,OPDIVO 120,56,0,1365.4,80.0,333677.06000000006,323138.14,10538.92
2441,OPDUALAG,11,0,700.5,14.0,150458.83,150458.83,0.0
2442,OPIUM TINC,8,0,4229.0,31.0,13369.21,13369.21,0.0
2443,OPSUMIT  M,60,0,65552.0,2131.0,25262699.189999998,24970395.119999997,292304.07
2444,OPTION 2,24,0,690.095,690.0,14022.11,14022.11,0.0
2445,OPTISON,6,0,329.0,59.0,18294.72,12925.240000000002,5369.48
2446,OPTIVE,62,0,26520.0,1504.0,32995.200000000004,32995.200000000004,0.0
2447,OPTIVE ADV,120,0,29220.0,1468.0,46338.35,46338.35,0.0
2448,OPTIVE SEN,240,0,27660.0,710.0,30064.04,30064.04,0.0
